run_id,avg_speed_kmh_stage1,avg_speed_kmh_stage2,avg_speed_kmh_stage3,avg_speed_kmh_stage4,median_position_stage1,median_position_stage2,median_position_stage3,median_position_stage4,rid,track_id,distance_id,course_type,track_condition,race_type,win,position_at_finish
AQU_2019-01-01_2_8,66.46213804297217,68.64214250969702,64.79805894851661,59.56053656789891,6.0,6.0,6.0,6.0,AQU_2019-01-01_2,AQU,600,D,MY ,MCL,0,4
AQU_2019-01-01_2_9,65.952084649174,69.24650030061801,64.11119881560738,56.683938875761434,7.0,7.0,7.0,7.0,AQU_2019-01-01_2,AQU,600,D,MY ,MCL,0,5
AQU_2019-01-01_3_12,62.8490761629693,70.50170723599311,65.89522533641806,59.33977946416756,1.0,1.0,1.0,1.0,AQU_2019-01-01_3,AQU,550,D,MY ,MCL,1,1
AQU_2019-01-01_3_13,64.73207468909105,70.55325755617376,64.06565931968844,55.55603766405689,2.0,2.0,2.0,2.0,AQU_2019-01-01_3,AQU,550,D,MY ,MCL,0,2
AQU_2019-01-01_3_14,62.41819353092786,70.26251897926241,65.7707762805001,59.63048220890732,3.0,3.0,3.0,3.0,AQU_2019-01-01_3,AQU,550,D,MY ,MCL,0,3
AQU_2019-01-01_3_15,60.714529239790664,69.76394160875778,65.31323620778774,61.38971975223861,4.0,4.0,4.0,4.0,AQU_2019-01-01_3,AQU,550,D,MY ,MCL,0,4
AQU_2019-01-01_3_16,64.96481663918277,71.30818942969708,63.77230248676642,55.22754537899124,5.0,5.0,5.0,5.0,AQU_2019-01-01_3,AQU,550,D,MY ,MCL,0,5
AQU_2019-01-01_3_17,60.2635366579209,69.21553778649591,66.45024689064188,61.75171911344453,6.0,6.0,6.0,6.0,AQU_2019-01-01_3,AQU,550,D,MY ,MCL,0,6
AQU_2019-01-01_3_18,59.31054243285654,67.4577805989842,67.19051972673215,61.7607978054094,7.0,7.0,7.0,7.0,AQU_2019-01-01_3,AQU,550,D,MY ,MCL,0,7
AQU_2019-01-01_3_19,62.383683655880816,69.07272016290474,63.23476482140402,57.01647978221288,8.0,8.0,8.0,8.0,AQU_2019-01-01_3,AQU,550,D,MY ,MCL,0,8
AQU_2019-01-01_4_20,65.03644592054594,68.26975485225576,64.35906874387763,58.745726319689375,1.0,1.0,1.0,1.0,AQU_2019-01-01_4,AQU,900,D,MY ,AOC,1,1
AQU_2019-01-01_4_21,65.90166557383417,68.1453491963847,64.443120848073,55.84480945278046,2.0,2.0,2.0,2.0,AQU_2019-01-01_4,AQU,900,D,MY ,AOC,0,2
AQU_2019-01-01_4_22,65.79672165815222,69.25545542600747,64.26606217572512,57.538496580676416,3.0,3.0,3.0,3.0,AQU_2019-01-01_4,AQU,900,D,MY ,AOC,0,3
AQU_2019-01-01_4_23,67.67743680658883,68.3216742803493,63.664271358217206,57.14195337850491,4.0,4.0,4.0,4.0,AQU_2019-01-01_4,AQU,900,D,MY ,AOC,0,4
AQU_2019-01-01_4_24,67.12833562699815,67.96569068247727,62.43657800780832,54.91815516757693,5.0,5.0,5.0,5.0,AQU_2019-01-01_4,AQU,900,D,MY ,AOC,0,5
AQU_2019-01-01_4_25,66.3218954570148,68.31235531538324,60.3338242473538,50.33422701692459,6.0,6.0,6.0,6.0,AQU_2019-01-01_4,AQU,900,D,MY ,AOC,0,6
AQU_2019-01-01_5_26,64.09216194706495,69.81193778743723,66.51731738084172,52.468969001227975,1.0,1.0,1.0,1.0,AQU_2019-01-01_5,AQU,700,D,MY ,ALW,1,1
AQU_2019-01-01_5_27,62.72360233337682,69.18084944676507,66.26167126953908,54.51297528149774,2.0,2.0,2.0,2.0,AQU_2019-01-01_5,AQU,700,D,MY ,ALW,0,2
AQU_2019-01-01_5_28,62.36486800622996,70.31361063304723,65.59149684175684,54.16454529394679,3.0,3.0,3.0,3.0,AQU_2019-01-01_5,AQU,700,D,MY ,ALW,0,3
AQU_2019-01-01_5_29,61.404334296227375,68.22134798850209,65.25105974877411,55.081243118476635,4.0,4.0,4.0,4.0,AQU_2019-01-01_5,AQU,700,D,MY ,ALW,0,4
AQU_2019-01-01_5_30,62.63638884543138,69.0557830732597,62.86961995680132,49.80024339975004,5.0,5.0,5.0,5.0,AQU_2019-01-01_5,AQU,700,D,MY ,ALW,0,5
AQU_2019-01-01_5_31,62.93068225798089,69.08879547799872,61.673003590078324,41.23766482680633,6.0,6.0,6.0,6.0,AQU_2019-01-01_5,AQU,700,D,MY ,ALW,0,6
AQU_2019-01-01_5_32,58.96928417522646,69.03577727287679,60.70394880854267,44.20108842465364,7.0,7.0,7.0,7.0,AQU_2019-01-01_5,AQU,700,D,MY ,ALW,0,7
AQU_2019-01-01_6_33,68.40345001581946,71.27808825641935,67.96984664829066,59.80442178131274,1.0,1.0,1.0,1.0,AQU_2019-01-01_6,AQU,600,D,MY ,MCL,1,1
AQU_2019-01-01_6_34,67.17761558056591,71.85792266304459,66.85402716476503,62.71556418163278,2.0,2.0,2.0,2.0,AQU_2019-01-01_6,AQU,600,D,MY ,MCL,0,2
AQU_2019-01-01_6_35,67.92815356819014,71.03661576843095,66.7595430258689,58.43795153045622,3.0,3.0,3.0,3.0,AQU_2019-01-01_6,AQU,600,D,MY ,MCL,0,3
AQU_2019-01-01_6_36,67.82636509826081,71.57617680050978,65.03286663252096,58.22548499960166,4.0,4.0,4.0,4.0,AQU_2019-01-01_6,AQU,600,D,MY ,MCL,0,4
AQU_2019-01-01_6_37,66.21499311876066,71.55816965369986,65.41395010229625,57.19807124498195,5.0,5.0,5.0,5.0,AQU_2019-01-01_6,AQU,600,D,MY ,MCL,0,5
AQU_2019-01-01_6_38,64.85620175152046,69.39104775945431,63.584584767681314,58.63469195476104,6.0,6.0,6.0,6.0,AQU_2019-01-01_6,AQU,600,D,MY ,MCL,0,6
AQU_2019-01-01_6_39,68.39326395354233,69.37197215717771,60.91951223093006,50.689494222354696,7.0,7.0,7.0,7.0,AQU_2019-01-01_6,AQU,600,D,MY ,MCL,0,7
AQU_2019-01-01_7_40,63.636486184625014,69.85436633485158,66.81854065814649,60.164925762910535,1.0,1.0,1.0,1.0,AQU_2019-01-01_7,AQU,650,D,GD ,AOC,1,1
AQU_2019-01-01_7_41,61.83793198763003,69.27388104201707,66.52119793749944,62.30984565469883,2.0,2.0,2.0,2.0,AQU_2019-01-01_7,AQU,650,D,GD ,AOC,0,2
AQU_2019-01-01_7_42,63.17101940315091,69.17635736698855,66.35661068138555,59.93368693395722,3.0,3.0,3.0,3.0,AQU_2019-01-01_7,AQU,650,D,GD ,AOC,0,3
AQU_2019-01-01_7_43,61.82136178562646,69.67069324128774,66.56742987622795,60.328263799233504,4.0,4.0,4.0,4.0,AQU_2019-01-01_7,AQU,650,D,GD ,AOC,0,4
AQU_2019-01-01_7_44,62.962620299018376,69.20606848075609,66.11865967768063,56.4974012088915,5.0,5.0,5.0,5.0,AQU_2019-01-01_7,AQU,650,D,GD ,AOC,0,5
AQU_2019-01-01_7_45,62.95087624563089,69.72698758374148,66.25601620468844,54.985120126048784,6.0,6.0,6.0,6.0,AQU_2019-01-01_7,AQU,650,D,GD ,AOC,0,6
AQU_2019-01-01_7_46,62.92302549973838,68.43993825919242,63.69153969318253,56.53927872864351,7.0,7.0,7.0,7.0,AQU_2019-01-01_7,AQU,650,D,GD ,AOC,0,7
AQU_2019-01-01_8_47,67.17651513579608,69.19439246774928,65.98885358277843,63.53421374247115,1.0,1.0,1.0,1.0,AQU_2019-01-01_8,AQU,800,D,GD ,STK,1,1
AQU_2019-01-01_8_48,66.35543568346942,69.3088938836362,66.55149031157895,63.11717331021823,2.0,2.0,2.0,2.0,AQU_2019-01-01_8,AQU,800,D,GD ,STK,0,2
AQU_2019-01-01_8_49,65.93321864251605,69.2321009632071,65.62341086846874,62.20496092898356,3.0,3.0,3.0,3.0,AQU_2019-01-01_8,AQU,800,D,GD ,STK,0,3
AQU_2019-01-01_8_50,66.17004729746657,69.59029616636586,67.31014431618807,60.58685642916378,4.0,4.0,4.0,4.0,AQU_2019-01-01_8,AQU,800,D,GD ,STK,0,4
AQU_2019-01-01_8_51,66.90834330855527,69.4826099502968,65.93544041861362,59.72850117501905,5.0,5.0,5.0,5.0,AQU_2019-01-01_8,AQU,800,D,GD ,STK,0,5
AQU_2019-01-01_8_52,65.44741355471301,69.17100075833193,65.85151856136548,60.49842518589101,6.0,6.0,6.0,6.0,AQU_2019-01-01_8,AQU,800,D,GD ,STK,0,6
AQU_2019-01-01_9_53,62.34221514324632,71.3612727960664,65.9437803364141,61.4225571804545,1.0,1.0,1.0,1.0,AQU_2019-01-01_9,AQU,600,D,GD ,CLM,1,1
AQU_2019-01-01_9_54,64.50004173129753,71.6316241414433,66.66292424804706,58.7377418002771,2.0,2.0,2.0,2.0,AQU_2019-01-01_9,AQU,600,D,GD ,CLM,0,2
AQU_2019-01-01_9_55,63.09355547250034,71.93993573007408,66.86186051373645,60.96475819328905,3.0,3.0,3.0,3.0,AQU_2019-01-01_9,AQU,600,D,GD ,CLM,0,3
AQU_2019-01-01_9_56,62.29026966323593,71.66847149888062,67.73238829866551,60.93493909957656,4.0,4.0,4.0,4.0,AQU_2019-01-01_9,AQU,600,D,GD ,CLM,0,4
AQU_2019-01-01_9_57,63.23991469476147,72.67568964747495,67.34138652215813,57.693450674818585,5.0,5.0,5.0,5.0,AQU_2019-01-01_9,AQU,600,D,GD ,CLM,0,5
AQU_2019-01-01_9_58,62.486993108016875,70.75148845918937,66.497493179812,59.038547348009985,6.0,6.0,6.0,6.0,AQU_2019-01-01_9,AQU,600,D,GD ,CLM,0,6
AQU_2019-01-01_9_59,62.65665640232847,71.0300328694517,65.88205000350234,58.33008736578276,7.0,7.0,7.0,7.0,AQU_2019-01-01_9,AQU,600,D,GD ,CLM,0,7
AQU_2019-01-01_9_60,63.81862693860707,69.27519225883141,64.7792299551608,60.95235091683801,8.0,8.0,8.0,8.0,AQU_2019-01-01_9,AQU,600,D,GD ,CLM,0,8
AQU_2019-01-01_9_61,64.44478812250505,70.41849255689402,64.22733146756896,55.93668944369477,9.0,9.0,9.0,9.0,AQU_2019-01-01_9,AQU,600,D,GD ,CLM,0,9
AQU_2019-01-04_1_62,66.07826814363531,71.74947871482837,65.85772186980486,55.47795628413162,1.0,1.0,1.0,1.0,AQU_2019-01-04_1,AQU,800,D,FT ,MSW,1,1
AQU_2019-01-04_1_63,65.5644852454482,71.92231271309834,64.90507658471056,54.48505338362211,2.0,2.0,2.0,2.0,AQU_2019-01-04_1,AQU,800,D,FT ,MSW,0,2
AQU_2019-01-04_1_64,63.805829073676286,68.41985084681096,66.17831205704526,57.6046740500238,3.0,3.0,3.0,3.0,AQU_2019-01-04_1,AQU,800,D,FT ,MSW,0,3
AQU_2019-01-04_1_65,66.29212162266613,71.51004166725272,64.13042274347379,53.342545834280614,4.0,4.0,4.0,4.0,AQU_2019-01-04_1,AQU,800,D,FT ,MSW,0,4
AQU_2019-01-04_1_66,64.75576277256692,70.78705921481131,61.80617901616686,54.30803062285721,5.0,5.0,5.0,5.0,AQU_2019-01-04_1,AQU,800,D,FT ,MSW,0,5
AQU_2019-01-04_1_67,66.38595166218944,71.1015197263057,60.264471530819684,53.34024945502073,6.0,6.0,6.0,6.0,AQU_2019-01-04_1,AQU,800,D,FT ,MSW,0,6
AQU_2019-01-04_2_68,70.15863655215955,72.37237534781993,66.71078021791843,61.003900248733814,1.0,1.0,1.0,1.0,AQU_2019-01-04_2,AQU,700,D,FT ,MSW,1,1
AQU_2019-01-04_2_69,68.11439121581509,73.14310552709019,68.21484715175008,60.123314899066,2.0,2.0,2.0,2.0,AQU_2019-01-04_2,AQU,700,D,FT ,MSW,0,2
AQU_2019-01-04_2_70,70.06379269437883,71.96089055189712,65.60439005694639,61.12994825238074,3.0,3.0,3.0,3.0,AQU_2019-01-04_2,AQU,700,D,FT ,MSW,0,3
AQU_2019-01-04_2_71,66.49562992486572,71.69482968563744,67.24572789730831,58.75971360311593,4.0,4.0,4.0,4.0,AQU_2019-01-04_2,AQU,700,D,FT ,MSW,0,4
AQU_2019-01-04_2_72,70.23282423176053,72.11486773129374,63.050852989664946,54.616155694149654,5.0,5.0,5.0,5.0,AQU_2019-01-04_2,AQU,700,D,FT ,MSW,0,5
AQU_2019-01-04_2_73,69.8439792028876,72.82329418131255,62.33997359822839,53.586314420650105,6.0,6.0,6.0,6.0,AQU_2019-01-04_2,AQU,700,D,FT ,MSW,0,6
AQU_2019-01-04_3_74,65.44709611758,71.998811641821,64.09610616386281,57.482685487179204,1.0,1.0,1.0,1.0,AQU_2019-01-04_3,AQU,600,D,FT ,CLM,1,1
AQU_2019-01-04_3_75,63.64939146275327,72.47772984880315,64.67162800440387,56.43480040717812,2.0,2.0,2.0,2.0,AQU_2019-01-04_3,AQU,600,D,FT ,CLM,0,2
AQU_2019-01-04_3_76,64.89501826948648,72.90649209760666,65.16891058104842,54.29932181384795,3.0,3.0,3.0,3.0,AQU_2019-01-04_3,AQU,600,D,FT ,CLM,0,3
AQU_2019-01-04_3_77,65.51180487681414,72.03815777545928,63.338555562304684,56.73135693608851,4.0,4.0,4.0,4.0,AQU_2019-01-04_3,AQU,600,D,FT ,CLM,0,4
AQU_2019-01-04_3_78,63.144456005003136,71.73968403880475,64.9423461407608,56.67417639155144,5.0,5.0,5.0,5.0,AQU_2019-01-04_3,AQU,600,D,FT ,CLM,0,5
AQU_2019-01-04_3_79,65.0816169127189,72.01435823115288,64.02338339890427,55.18440518692173,6.0,6.0,6.0,6.0,AQU_2019-01-04_3,AQU,600,D,FT ,CLM,0,6
AQU_2019-01-04_4_80,67.58840483629987,69.46483191206337,65.62131823225839,52.14138723951214,1.0,1.0,1.0,1.0,AQU_2019-01-04_4,AQU,700,D,FT ,MCL,1,1
AQU_2019-01-04_4_81,66.41165321676608,69.48316556052544,64.92537420031228,55.511216464514845,2.0,2.0,2.0,2.0,AQU_2019-01-04_4,AQU,700,D,FT ,MCL,0,2
AQU_2019-01-04_4_82,67.3257252727813,69.84822370994078,63.78048281613511,52.57833694197868,3.0,3.0,3.0,3.0,AQU_2019-01-04_4,AQU,700,D,FT ,MCL,0,3
AQU_2019-01-04_4_83,66.84389863531041,69.60082411346397,64.6863264560959,52.761325209841296,4.0,4.0,4.0,4.0,AQU_2019-01-04_4,AQU,700,D,FT ,MCL,0,4
AQU_2019-01-04_4_84,65.96391331711985,69.97819622573687,65.67050992106087,53.35698787529623,5.0,5.0,5.0,5.0,AQU_2019-01-04_4,AQU,700,D,FT ,MCL,0,5
AQU_2019-01-04_4_85,66.40336593625152,69.60467878928456,64.86880961580987,46.216060954526895,6.0,6.0,6.0,6.0,AQU_2019-01-04_4,AQU,700,D,FT ,MCL,0,6
AQU_2019-01-04_4_86,65.96362683118232,64.11327210222277,54.6553893596989,46.729846422572884,7.0,7.0,7.0,7.0,AQU_2019-01-04_4,AQU,700,D,FT ,MCL,0,7
AQU_2019-01-04_5_87,63.65249980293833,69.28274008921495,64.79507229562161,56.79365534407381,1.0,1.0,1.0,1.0,AQU_2019-01-04_5,AQU,900,D,FT ,CLM,1,1
AQU_2019-01-04_5_88,62.12681950383229,69.97648313041091,63.801578833989225,56.90120556729917,2.0,2.0,2.0,2.0,AQU_2019-01-04_5,AQU,900,D,FT ,CLM,0,2
AQU_2019-01-04_5_89,64.10193303722589,69.22852618661506,64.92848803331731,57.096808037031316,3.0,3.0,3.0,3.0,AQU_2019-01-04_5,AQU,900,D,FT ,CLM,0,3
AQU_2019-01-04_5_90,64.95847069159747,69.13376572959373,63.218443516486026,55.80749526701301,4.0,4.0,4.0,4.0,AQU_2019-01-04_5,AQU,900,D,FT ,CLM,0,4
AQU_2019-01-04_5_91,64.74636390031274,68.93137656783637,62.26683916271346,51.33802936336699,5.0,5.0,5.0,5.0,AQU_2019-01-04_5,AQU,900,D,FT ,CLM,0,5
AQU_2019-01-04_5_92,62.433765961579255,70.00068644609686,63.55348150242987,52.70972694193346,6.0,6.0,6.0,6.0,AQU_2019-01-04_5,AQU,900,D,FT ,CLM,0,6
AQU_2019-01-04_6_93,70.25430125838353,72.2406555947525,63.93163840132963,56.369480649557914,2.0,2.0,2.0,2.0,AQU_2019-01-04_6,AQU,800,D,FT ,CLM,1,1
AQU_2019-01-04_6_94,67.81515292227218,71.7496047403901,64.88629437469831,57.99841194955099,3.0,3.0,3.0,3.0,AQU_2019-01-04_6,AQU,800,D,FT ,CLM,0,2
AQU_2019-01-04_6_95,67.45796068040677,72.94284207527792,65.06344350945938,58.60095402846211,4.0,4.0,4.0,4.0,AQU_2019-01-04_6,AQU,800,D,FT ,CLM,0,3
AQU_2019-01-04_6_96,69.84586274102259,72.09259418752953,64.65516798455691,56.303049908784935,5.0,5.0,5.0,5.0,AQU_2019-01-04_6,AQU,800,D,FT ,CLM,0,4
AQU_2019-01-04_6_97,69.90118062082533,72.30948775222488,62.8045834853711,55.131861002378145,6.0,6.0,6.0,6.0,AQU_2019-01-04_6,AQU,800,D,FT ,CLM,0,5
AQU_2019-01-04_6_98,68.77499434705312,71.36129649129441,64.07680493763722,55.76478246338583,7.0,7.0,7.0,7.0,AQU_2019-01-04_6,AQU,800,D,FT ,CLM,0,6
AQU_2019-01-04_6_99,69.91420818255298,71.79994038560783,61.569481559171365,37.850096160982,1.0,1.0,1.0,1.0,AQU_2019-01-04_6,AQU,800,D,FT ,CLM,0,7
AQU_2019-01-04_7_100,63.201665837035016,69.96901948057021,65.74757378573372,58.69248732012616,1.0,1.0,1.0,1.0,AQU_2019-01-04_7,AQU,900,D,FT ,AOC,1,1
AQU_2019-01-04_7_101,62.17197381938709,70.11362675802734,65.8566236431506,59.25993625392708,2.0,2.0,2.0,2.0,AQU_2019-01-04_7,AQU,900,D,FT ,AOC,0,2
AQU_2019-01-04_7_102,63.52803517982464,70.17836089448505,66.31621187835322,59.80446808937391,3.0,3.0,3.0,3.0,AQU_2019-01-04_7,AQU,900,D,FT ,AOC,0,3
AQU_2019-01-04_7_103,61.43248190407329,70.15508964512668,66.514697804224,60.97999149382034,4.0,4.0,4.0,4.0,AQU_2019-01-04_7,AQU,900,D,FT ,AOC,0,4
AQU_2019-01-04_7_104,62.32743179467257,70.42435880832645,66.64031866816273,59.63204026894845,5.0,5.0,5.0,5.0,AQU_2019-01-04_7,AQU,900,D,FT ,AOC,0,5
AQU_2019-01-04_7_105,63.4468219143102,70.19361578429722,65.17566720284836,55.401897693500054,6.0,6.0,6.0,6.0,AQU_2019-01-04_7,AQU,900,D,FT ,AOC,0,6
AQU_2019-01-04_8_106,66.8401384654392,71.83282296080851,65.81920412062655,59.188026888710276,1.0,1.0,1.0,1.0,AQU_2019-01-04_8,AQU,600,D,FT ,MCL,1,1
AQU_2019-01-04_8_107,68.20769379992657,70.94123944813849,64.48725133764508,59.051954576706045,2.0,2.0,2.0,2.0,AQU_2019-01-04_8,AQU,600,D,FT ,MCL,0,2
AQU_2019-01-04_8_108,66.43367766508038,70.33300385599617,65.63196120147131,60.795995100293275,3.0,3.0,3.0,3.0,AQU_2019-01-04_8,AQU,600,D,FT ,MCL,0,3
AQU_2019-01-04_8_109,68.0194330835349,70.86879260325045,64.0771494374164,59.123639388888044,4.0,4.0,4.0,4.0,AQU_2019-01-04_8,AQU,600,D,FT ,MCL,0,4
AQU_2019-01-04_8_110,66.89995769373073,71.1695120742675,63.94768170564961,56.720247210626674,5.0,5.0,5.0,5.0,AQU_2019-01-04_8,AQU,600,D,FT ,MCL,0,5
AQU_2019-01-04_8_111,68.39206000386517,70.55723749089466,63.13531187380948,56.2680278868854,6.0,6.0,6.0,6.0,AQU_2019-01-04_8,AQU,600,D,FT ,MCL,0,6
AQU_2019-01-04_8_112,66.96245298555517,70.34538014342968,61.84159247355402,52.078400851659396,7.0,7.0,7.0,7.0,AQU_2019-01-04_8,AQU,600,D,FT ,MCL,0,7
AQU_2019-01-05_1_113,62.84397584910982,65.43452056382498,63.90635484119829,59.701688797089645,1.0,1.0,1.0,1.0,AQU_2019-01-05_1,AQU,800,D,SY ,MCL,1,1
AQU_2019-01-05_1_114,62.902015366250076,65.5249368693694,63.45699613513362,58.46413307963277,2.0,2.0,2.0,2.0,AQU_2019-01-05_1,AQU,800,D,SY ,MCL,0,2
AQU_2019-01-05_1_115,61.79869048681447,64.68180401335498,61.966345018863315,58.836756045558474,3.0,3.0,3.0,3.0,AQU_2019-01-05_1,AQU,800,D,SY ,MCL,0,3
AQU_2019-01-05_1_116,61.56351481657071,66.262332804606,62.057474263382936,56.22667247275134,4.0,4.0,4.0,4.0,AQU_2019-01-05_1,AQU,800,D,SY ,MCL,0,4
AQU_2019-01-05_1_117,61.725396615215246,65.20170686111369,61.53163618826024,56.47314666189717,5.0,5.0,5.0,5.0,AQU_2019-01-05_1,AQU,800,D,SY ,MCL,0,5
AQU_2019-01-05_1_118,62.074814592770586,65.83247795817267,61.75241327841831,55.48314879778947,6.0,6.0,6.0,6.0,AQU_2019-01-05_1,AQU,800,D,SY ,MCL,0,6
AQU_2019-01-05_2_119,64.92843011904402,69.57030187556072,66.65603907577449,57.48060614207304,1.0,1.0,1.0,1.0,AQU_2019-01-05_2,AQU,800,D,SY ,STR,1,1
AQU_2019-01-05_2_120,64.77002668795876,69.09700073480614,64.65117736898998,58.906398735968466,2.0,2.0,2.0,2.0,AQU_2019-01-05_2,AQU,800,D,SY ,STR,0,2
AQU_2019-01-05_2_121,61.913341551961175,69.00033418185697,65.90842266594034,60.299207212032705,3.0,3.0,3.0,3.0,AQU_2019-01-05_2,AQU,800,D,SY ,STR,0,3
AQU_2019-01-05_2_122,63.56049092102764,69.79559176346184,64.99492111987976,58.498206800975666,4.0,4.0,4.0,4.0,AQU_2019-01-05_2,AQU,800,D,SY ,STR,0,4
AQU_2019-01-05_2_123,64.16903008943495,69.68749838399837,64.82061236191595,52.76740045423468,5.0,5.0,5.0,5.0,AQU_2019-01-05_2,AQU,800,D,SY ,STR,0,5
AQU_2019-01-05_2_124,63.96990343213814,69.1844998995212,62.90565426516298,49.789626851410716,6.0,6.0,6.0,6.0,AQU_2019-01-05_2,AQU,800,D,SY ,STR,0,6
AQU_2019-01-05_3_125,63.87820783758382,65.07735194313749,64.16911366901364,57.651577682707185,1.0,1.0,1.0,1.0,AQU_2019-01-05_3,AQU,800,D,SY ,MSW,1,1
AQU_2019-01-05_3_126,66.20243592763256,66.47566191641084,63.84000506472815,54.90195739962692,2.0,2.0,2.0,2.0,AQU_2019-01-05_3,AQU,800,D,SY ,MSW,0,2
AQU_2019-01-05_3_127,64.7480245258778,65.86350781699268,62.975159724854166,56.72635973371435,3.0,3.0,3.0,3.0,AQU_2019-01-05_3,AQU,800,D,SY ,MSW,0,3
AQU_2019-01-05_3_128,65.81482644324079,65.65301215385871,61.44101046279082,53.189023320918565,4.0,4.0,4.0,4.0,AQU_2019-01-05_3,AQU,800,D,SY ,MSW,0,4
AQU_2019-01-05_3_129,66.3621421845136,65.31652721683496,61.20646370407443,48.17813856894236,5.0,5.0,5.0,5.0,AQU_2019-01-05_3,AQU,800,D,SY ,MSW,0,5
AQU_2019-01-05_3_130,63.44095199267127,64.86923173212378,59.34277419946138,53.41175801768522,6.0,6.0,6.0,6.0,AQU_2019-01-05_3,AQU,800,D,SY ,MSW,0,6
AQU_2019-01-05_4_131,66.06502592414826,68.27341941779952,64.03416222900624,54.55142273653996,1.0,1.0,1.0,1.0,AQU_2019-01-05_4,AQU,650,D,SY ,MSW,1,1
AQU_2019-01-05_4_132,64.46182002753433,68.58955230923597,63.92110776611408,57.047273885329616,2.0,2.0,2.0,2.0,AQU_2019-01-05_4,AQU,650,D,SY ,MSW,0,2
AQU_2019-01-05_4_133,65.70756379081634,67.50952696208438,61.93023370604482,54.74811803569339,3.0,3.0,3.0,3.0,AQU_2019-01-05_4,AQU,650,D,SY ,MSW,0,3
AQU_2019-01-05_4_134,58.21341889630011,68.61170572504665,66.6650062288725,58.264738143137116,4.0,4.0,4.0,4.0,AQU_2019-01-05_4,AQU,650,D,SY ,MSW,0,4
AQU_2019-01-05_4_135,66.25937469706759,67.8367617144928,61.60391935125898,53.10709740547157,5.0,5.0,5.0,5.0,AQU_2019-01-05_4,AQU,650,D,SY ,MSW,0,5
AQU_2019-01-05_4_136,65.2665025690574,67.4854718057818,61.08996289806514,49.860658246423064,6.0,6.0,6.0,6.0,AQU_2019-01-05_4,AQU,650,D,SY ,MSW,0,6
AQU_2019-01-05_4_137,65.89190697037563,67.37554935980258,61.40203836944378,46.450838685968236,7.0,7.0,7.0,7.0,AQU_2019-01-05_4,AQU,650,D,SY ,MSW,0,7
AQU_2019-01-05_4_138,63.05240902382984,61.551189674499184,58.921064481857805,53.99685903997459,8.0,8.0,8.0,8.0,AQU_2019-01-05_4,AQU,650,D,SY ,MSW,0,8
AQU_2019-01-05_5_139,68.71199075502071,71.41812664920803,67.18606272961871,54.31824624204013,1.0,1.0,1.0,1.0,AQU_2019-01-05_5,AQU,650,D,SY ,AOC,1,1
AQU_2019-01-05_5_140,68.15742626022514,71.65611901628318,66.10565227655786,57.356868811150285,2.0,2.0,2.0,2.0,AQU_2019-01-05_5,AQU,650,D,SY ,AOC,0,2
AQU_2019-01-05_5_141,66.54354316722291,72.01511626619025,66.87631899580985,59.4610248998092,3.0,3.0,3.0,3.0,AQU_2019-01-05_5,AQU,650,D,SY ,AOC,0,3
AQU_2019-01-05_5_142,68.65963209869597,71.13447525644362,65.58729855426905,53.99878330448422,4.0,4.0,4.0,4.0,AQU_2019-01-05_5,AQU,650,D,SY ,AOC,0,4
