horse_pk,track_id,distance_id,course_type,track_condition,race_type,position_at_finish,win,speed_Q1,speed_Q2,speed_Q3,speed_Q4,pos_Q1,pos_Q2,pos_Q3,pos_Q4
AQU_2019-01-01_5_8,AQU,700,Dirt,MY ,ALW,2,0,62.93595146069207,69.41022498501172,66.84510522395506,55.71715197327807,3.0,3.0,3.0,2.0
AQU_2019-01-01_6_10,AQU,600,Dirt,MY ,MCL,4,0,67.82636509826081,71.95054606258657,65.46580356791549,58.57407241147609,3.0,2.0,2.0,4.0
AQU_2019-01-01_6_2,AQU,600,Dirt,MY ,MCL,3,0,67.92815356819014,71.38538098378082,67.05951985215565,58.95393681320403,4.0,4.0,4.0,3.0
AQU_2019-01-01_6_5,AQU,600,Dirt,MY ,MCL,7,0,68.39326395354234,69.84909850673425,61.13233219333172,50.538904414208304,2.0,3.0,6.0,7.0
AQU_2019-01-01_6_6,AQU,600,Dirt,MY ,MCL,1,1,68.40345001581946,71.77483349823297,68.05805277589127,60.525788629364534,1.0,1.0,1.0,1.0
AQU_2019-01-01_6_7,AQU,600,Dirt,MY ,MCL,2,0,67.29264688105192,72.13194853036013,67.14450016658783,62.958954684569186,5.0,5.0,3.0,2.0
AQU_2019-01-01_6_8,AQU,600,Dirt,MY ,MCL,6,0,65.2393640574395,69.22336245181458,63.549842758831474,58.56908328275929,7.0,7.0,7.0,6.0
AQU_2019-01-01_6_9,AQU,600,Dirt,MY ,MCL,5,0,66.42353996139195,71.74025468359979,65.74281041764304,57.469377959260605,6.0,6.0,5.0,5.0
AQU_2019-01-01_7_1,AQU,650,Dirt,GD ,AOC,3,0,63.5393172664685,69.11605087552677,66.49489917071473,60.32512981587537,2.0,3.0,3.0,3.0
AQU_2019-01-01_7_2,AQU,650,Dirt,GD ,AOC,2,0,62.45302932389753,69.1442061219122,66.54357738759953,62.60430334224276,6.0,7.0,6.0,2.0
AQU_2019-01-01_7_3,AQU,650,Dirt,GD ,AOC,4,0,62.467880000598385,69.49724649181893,66.76459319247212,60.62603298171584,7.0,6.0,5.0,4.0
AQU_2019-01-01_7_5,AQU,650,Dirt,GD ,AOC,7,0,63.2125276765719,68.50581157975573,63.761117953517164,56.7210721333092,4.0,4.0,7.0,7.0
AQU_2019-01-01_7_6,AQU,650,Dirt,GD ,AOC,5,0,63.34380317342847,69.110252315609,66.38835243659783,57.032973125173335,5.0,5.0,4.0,6.0
AQU_2019-01-01_7_7,AQU,650,Dirt,GD ,AOC,6,0,63.35418052038323,69.83715932011364,66.33788062102252,55.6862970361499,3.0,2.0,2.0,5.0
AQU_2019-01-01_7_9,AQU,650,Dirt,GD ,AOC,1,1,63.893369143386046,69.86085375348887,66.93788134141553,60.76592332757918,1.0,1.0,1.0,1.0
AQU_2019-01-01_8_1,AQU,800,Dirt,GD ,STK,6,0,65.55499818022543,69.18094124531646,65.94388681038049,60.67032603706954,6.0,6.0,6.0,6.0
AQU_2019-01-01_8_2,AQU,800,Dirt,GD ,STK,3,0,65.9798370968367,69.24154675188261,65.76762876413703,62.366934896836206,5.0,5.0,5.0,5.0
AQU_2019-01-01_8_3,AQU,800,Dirt,GD ,STK,1,1,70.16213803072036,69.25832146306375,66.14935150773576,63.69362646114235,1.0,1.0,2.0,1.0
AQU_2019-01-01_8_4,AQU,800,Dirt,GD ,STK,2,0,70.08846257120992,69.36658466154518,66.59821917393495,63.379367684696625,3.0,3.0,4.0,2.0
AQU_2019-01-01_8_5,AQU,800,Dirt,GD ,STK,4,0,66.208176751804,69.58376962246952,67.5029396193566,61.01272805306283,4.0,4.0,3.0,3.0
AQU_2019-01-01_8_6,AQU,800,Dirt,GD ,STK,5,0,70.66723900004713,69.40398183302091,66.17697853278666,60.18889439396751,2.0,2.0,2.0,4.0
AQU_2019-01-01_9_1,AQU,600,Dirt,GD ,CLM,9,0,64.69138749753884,70.59508434705126,64.58817542280595,56.25036497945881,2.0,3.0,5.0,9.0
AQU_2019-01-01_9_10,AQU,600,Dirt,GD ,CLM,2,0,64.76649520880336,71.82157987332879,67.21491763173248,59.22229743072201,2.0,1.0,2.0,2.0
AQU_2019-01-01_9_11,AQU,600,Dirt,GD ,CLM,4,0,63.026623485347066,71.66993961178812,67.98559778478676,61.306754209030046,6.0,6.5,4.0,3.0
AQU_2019-01-01_9_3,AQU,600,Dirt,GD ,CLM,1,1,63.07335088823526,71.21634359700906,66.06798973379526,61.74291221368103,9.0,7.0,7.0,5.0
AQU_2019-01-01_9_4,AQU,600,Dirt,GD ,CLM,6,0,63.16105695671824,70.64116367667566,66.67746499913953,59.4223966110067,7.0,7.0,8.0,6.0
AQU_2019-01-01_9_6,AQU,600,Dirt,GD ,CLM,8,0,63.25338887881501,69.1893427939214,64.83337866822629,61.00533857633321,4.0,9.0,9.0,8.0
AQU_2019-01-01_9_7,AQU,600,Dirt,GD ,CLM,7,0,63.26129289770378,71.17094035429518,66.13638836351379,58.61256782261271,6.0,6.0,6.0,7.0
AQU_2019-01-01_9_8,AQU,600,Dirt,GD ,CLM,3,0,63.61620894579664,72.06356371382446,67.30323475282994,61.1889909682204,6.5,4.0,3.0,4.0
AQU_2019-01-01_9_9,AQU,600,Dirt,GD ,CLM,5,0,63.80874293415818,72.78750067819017,67.95106790344465,58.39905463404681,3.0,2.0,1.0,1.0
AQU_2019-01-04_1_1,AQU,800,Dirt,FT ,MSW,6,0,66.30338500254382,71.50224441386727,61.59445301071678,53.68635146933293,1.0,1.0,4.0,5.0
AQU_2019-01-04_1_2,AQU,800,Dirt,FT ,MSW,4,0,66.20179015654095,71.93635372445243,65.56544699785645,54.159042204890774,2.0,2.0,2.0,3.0
AQU_2019-01-04_1_3,AQU,800,Dirt,FT ,MSW,3,0,63.964668691504144,68.38871501520515,66.46944030860378,58.085814185237204,6.0,6.0,6.0,4.0
AQU_2019-01-04_1_4,AQU,800,Dirt,FT ,MSW,1,1,65.9882181712294,72.12962537369886,67.20652060360291,56.35466913690582,3.0,3.0,1.0,1.0
AQU_2019-01-04_1_5,AQU,800,Dirt,FT ,MSW,2,0,65.5644852454482,72.50665607223665,66.00171661832387,55.34885119566757,4.0,4.0,3.0,2.0
AQU_2019-01-04_1_6,AQU,800,Dirt,FT ,MSW,5,0,64.84146883056523,71.18800049710825,62.671031235509446,54.54465737205913,5.0,5.0,5.0,6.0
AQU_2019-01-04_2_1,AQU,700,Dirt,FT ,MSW,4,0,66.60647260950581,71.96943774182525,67.4816493705058,59.08460011835055,6.0,6.0,6.0,4.0
AQU_2019-01-04_2_2,AQU,700,Dirt,FT ,MSW,3,0,69.90852422379486,72.8290576656647,65.67946765635362,61.57308981128577,3.0,3.0,4.0,3.0
AQU_2019-01-04_2_3,AQU,700,Dirt,FT ,MSW,5,0,70.04559757162872,73.15225037390061,63.79410844747681,54.894239221321136,1.0,1.0,4.0,5.0
AQU_2019-01-04_2_4,AQU,700,Dirt,FT ,MSW,1,1,69.95765695026637,73.52851907148198,66.44623154786828,61.76006564276581,2.0,2.0,2.0,1.0
AQU_2019-01-04_2_5,AQU,700,Dirt,FT ,MSW,2,0,68.11439121581509,73.68645807842921,68.45717546576108,60.85714833739101,5.0,5.0,2.0,2.0
AQU_2019-01-04_2_6,AQU,700,Dirt,FT ,MSW,6,0,69.67562267451021,73.68684396898257,63.26521007177559,53.89860732356806,4.0,4.0,3.0,6.0
AQU_2019-01-04_3_1,AQU,600,Dirt,FT ,CLM,5,0,63.44900884486272,72.07364534551802,65.58105724884905,57.24745207887318,5.0,6.0,6.0,6.0
AQU_2019-01-04_3_2,AQU,600,Dirt,FT ,CLM,2,0,64.03781339177156,72.98360073651396,65.45373764315251,57.035820079603,5.0,5.0,5.0,4.0
AQU_2019-01-04_3_3,AQU,600,Dirt,FT ,CLM,1,1,65.44709611758,72.70420198037952,64.81526168154663,58.09335240659681,2.0,1.0,3.0,2.0
AQU_2019-01-04_3_4,AQU,600,Dirt,FT ,CLM,4,0,65.51180487681414,72.70298798700597,64.219760479111,57.242610134397005,1.0,2.0,2.0,3.0
AQU_2019-01-04_3_5,AQU,600,Dirt,FT ,CLM,6,0,65.24114065547664,72.78675012795232,64.8109282605242,55.82758331928817,3.0,3.0,4.0,5.0
AQU_2019-01-04_3_7,AQU,600,Dirt,FT ,CLM,3,0,65.08670023569289,73.61122204219845,66.41678087559795,55.26842740784809,4.0,4.0,1.0,1.0
AQU_2019-01-04_4_1,AQU,700,Dirt,FT ,MCL,1,1,67.32791674142965,69.96541633491555,66.13662329908006,54.058428946486856,1.0,1.0,2.0,1.0
AQU_2019-01-04_4_2,AQU,700,Dirt,FT ,MCL,3,0,67.1173519696084,70.30708439722554,64.8468876596548,53.76381250528261,2.0,2.0,1.0,5.0
AQU_2019-01-04_4_3,AQU,700,Dirt,FT ,MCL,7,0,65.83376630418304,64.57883196526082,54.35337934257375,46.19853504727524,5.0,7.0,7.0,7.0
AQU_2019-01-04_4_4,AQU,700,Dirt,FT ,MCL,4,0,66.69679418643366,70.02569528719506,65.53686665813987,54.01036192412445,3.0,3.0,3.0,4.0
AQU_2019-01-04_4_5,AQU,700,Dirt,FT ,MCL,2,0,66.26349180211231,69.91097796984918,65.59366741799215,56.45832936825248,7.0,4.0,6.0,3.0
AQU_2019-01-04_4_6,AQU,700,Dirt,FT ,MCL,6,0,66.26653902826666,70.03266132644977,65.5781592556029,48.51830387328183,4.0,5.0,5.0,6.0
AQU_2019-01-04_4_7,AQU,700,Dirt,FT ,MCL,5,0,65.82372914159447,70.13384725703924,66.74244102472852,54.69503177761077,6.0,6.0,4.0,2.0
AQU_2019-01-04_5_1,AQU,900,Dirt,FT ,CLM,5,0,64.74636390031274,69.09523564825565,63.06312483165443,52.02473587154552,2.0,2.0,4.0,6.0
AQU_2019-01-04_5_2,AQU,900,Dirt,FT ,CLM,4,0,64.89918038025121,69.44318014051903,63.94718674386609,56.31780975764554,2.0,1.0,1.0,3.0
AQU_2019-01-04_5_3,AQU,900,Dirt,FT ,CLM,1,1,63.704374703259504,69.34432584610846,65.47261347676397,57.38763559403907,4.0,4.0,3.0,2.0
AQU_2019-01-04_5_4,AQU,900,Dirt,FT ,CLM,3,0,64.1574630549651,69.3737631623342,65.5494041045395,57.723523486074384,3.0,3.0,2.0,1.0
AQU_2019-01-04_5_5,AQU,900,Dirt,FT ,CLM,6,0,62.64763277692221,70.10789496303552,64.22821625341928,53.423165110882344,5.0,5.0,5.0,5.0
AQU_2019-01-04_5_6,AQU,900,Dirt,FT ,CLM,2,0,62.397451680234866,70.01453164914497,64.37298305178263,57.434793846135264,6.0,6.0,6.0,4.0
AQU_2019-01-04_6_1,AQU,800,Dirt,FT ,CLM,7,0,70.05161727520277,71.74418797472755,59.69181334768397,35.02841051516235,1.0,3.0,6.5,7.0
AQU_2019-01-04_6_2,AQU,800,Dirt,FT ,CLM,2,0,67.68664534360279,72.21227493161089,65.6431981589451,58.46224513575239,6.0,7.0,7.0,4.0
AQU_2019-01-04_6_3,AQU,800,Dirt,FT ,CLM,1,1,69.90239387229451,73.36201195180756,64.785764046686,57.1877262656821,2.0,1.0,1.0,2.0
AQU_2019-01-04_6_4,AQU,800,Dirt,FT ,CLM,6,0,68.60886978517699,71.92330038012875,65.06351792449857,56.22498783642717,5.0,5.0,5.0,6.0
AQU_2019-01-04_6_5,AQU,800,Dirt,FT ,CLM,5,0,69.607573683604,73.31572570509994,64.1366337846949,55.61352327426511,3.0,2.0,3.0,5.0
AQU_2019-01-04_6_6,AQU,800,Dirt,FT ,CLM,3,0,67.35826521026212,73.59681243491356,66.07965816212956,59.02120312451481,7.0,6.0,4.0,3.0
AQU_2019-01-04_6_7,AQU,800,Dirt,FT ,CLM,4,0,69.56536695845885,72.87348723548253,65.73092938238486,57.12973237404555,3.0,4.0,2.0,2.0
AQU_2019-01-04_7_1A,AQU,900,Dirt,FT ,AOC,4,0,61.88811052485802,70.1868783679968,66.83639330469758,61.30024050041705,6.0,6.0,6.0,4.0
AQU_2019-01-04_7_2,AQU,900,Dirt,FT ,AOC,2,0,62.55950774721505,70.12712616685522,66.24645980498775,59.62698646950769,4.0,5.0,5.0,5.0
AQU_2019-01-04_7_4,AQU,900,Dirt,FT ,AOC,5,0,62.6333284596981,70.43272365230533,67.24392681405105,59.95113941592865,5.0,4.0,3.0,2.0
AQU_2019-01-04_7_5,AQU,900,Dirt,FT ,AOC,1,1,63.399180866342114,69.91485689901215,66.19720862806008,59.198291554216596,2.0,3.0,4.0,3.0
AQU_2019-01-04_7_6,AQU,900,Dirt,FT ,AOC,6,0,63.65675027374482,70.18628785444605,66.09700612761742,55.80537183409075,2.0,2.0,2.0,6.0
AQU_2019-01-04_7_7,AQU,900,Dirt,FT ,AOC,3,0,63.686913589506126,70.15569051563828,67.0849263361984,60.04618177127502,2.0,1.0,1.0,1.0
AQU_2019-01-04_8_1,AQU,600,Dirt,FT ,MCL,7,0,66.96245298555517,70.84406931338044,62.52027584231961,52.32590122812043,4.0,6.0,7.0,7.0
AQU_2019-01-04_8_2,AQU,600,Dirt,FT ,MCL,5,0,66.89995769373073,71.81506753672106,64.4405764938734,57.14197026865978,6.0,5.0,5.0,5.0
AQU_2019-01-04_8_3,AQU,600,Dirt,FT ,MCL,2,0,68.09368028682611,71.63913391462712,65.16636207796446,59.29419529942442,2.0,2.0,2.0,2.0
AQU_2019-01-04_8_4,AQU,600,Dirt,FT ,MCL,1,1,66.8401384654392,72.58584691431263,66.2370040644336,59.64961143329821,5.0,4.0,1.0,1.0
AQU_2019-01-04_8_6,AQU,600,Dirt,FT ,MCL,3,0,66.43367766508038,70.76516826907404,65.94340258285203,60.960363209929724,7.0,7.0,6.0,3.0
AQU_2019-01-04_8_7,AQU,600,Dirt,FT ,MCL,4,0,67.93334563484353,71.39096188928626,65.03131050470448,59.14148761976909,3.0,3.0,3.0,4.0
AQU_2019-01-04_8_8,AQU,600,Dirt,FT ,MCL,6,0,68.28898821473462,71.47874038897477,63.70367219332636,56.524927054609485,1.0,1.0,4.0,6.0
AQU_2019-01-05_1_1,AQU,800,Dirt,SY ,MCL,6,0,62.213105954227,65.94940015687651,61.9698967093543,55.60919220136242,3.0,3.0,3.0,5.0
AQU_2019-01-05_1_3,AQU,800,Dirt,SY ,MCL,4,0,61.82042767989148,66.3528628263352,62.21314633394966,56.439624145316614,5.0,4.0,4.0,4.0
AQU_2019-01-05_1_4,AQU,800,Dirt,SY ,MCL,2,0,62.9818790742171,65.7422178857257,63.27478370697107,58.878589982345794,1.0,1.0,1.0,2.0
AQU_2019-01-05_1_5,AQU,800,Dirt,SY ,MCL,3,0,61.93618657855649,64.74739623244821,61.95317725060108,58.930019542995936,6.0,6.0,6.0,3.0
AQU_2019-01-05_1_6,AQU,800,Dirt,SY ,MCL,5,0,61.89782416197475,65.3206826378157,61.587721013506055,56.544820562082315,5.0,5.0,5.0,6.0
AQU_2019-01-05_1_8,AQU,800,Dirt,SY ,MCL,1,1,62.948169010718864,65.57326003774308,63.67022891719755,60.16100591810076,2.0,2.0,2.0,1.0
AQU_2019-01-05_2_1,AQU,800,Dirt,SY ,STR,2,0,64.85722062072945,69.42221986001871,64.77415734560275,59.33165336139702,2.0,2.0,3.0,2.0
AQU_2019-01-05_2_2,AQU,800,Dirt,SY ,STR,3,0,62.255859250388845,69.04871324730973,66.0746081557896,60.63192815495875,6.0,6.0,6.0,4.5
AQU_2019-01-05_2_3,AQU,800,Dirt,SY ,STR,6,0,68.28398013969861,69.45205172162595,63.253970785813685,50.39063773723973,4.0,4.0,5.0,6.0
AQU_2019-01-05_2_4,AQU,800,Dirt,SY ,STR,4,0,63.806707607953946,69.94194182272815,65.22332485998979,59.01812808276983,5.0,5.0,4.0,3.0
AQU_2019-01-05_2_5,AQU,800,Dirt,SY ,STR,1,1,65.00326726486377,69.95133859470752,66.39662855660308,58.71314359008315,1.0,1.0,1.0,1.0
AQU_2019-01-05_2_6,AQU,800,Dirt,SY ,STR,5,0,64.35923777376486,69.92734705226282,65.19719624700562,53.67926186448611,3.0,3.0,2.0,4.0
AQU_2019-01-05_3_1,AQU,800,Dirt,SY ,MSW,5,0,66.28533151048289,65.30471013616011,62.15840330969037,49.01766446631088,2.0,2.0,2.0,5.0
AQU_2019-01-05_3_2,AQU,800,Dirt,SY ,MSW,4,0,65.72065737738498,65.74472301633777,62.273419027971414,53.617437672427364,3.0,3.0,3.0,4.0
AQU_2019-01-05_3_4,AQU,800,Dirt,SY ,MSW,6,0,63.48425927977793,65.07890659354509,59.48426510008827,53.467516771186986,6.0,6.0,6.0,6.0
AQU_2019-01-05_3_5,AQU,800,Dirt,SY ,MSW,1,1,63.87820783758382,65.5076104989509,63.65642199625528,58.40581427188044,5.0,5.0,5.0,2.0
AQU_2019-01-05_3_6,AQU,800,Dirt,SY ,MSW,3,0,64.70236762653802,66.10166735679714,63.15124835568873,57.29258192248393,4.0,4.0,4.0,3.0
AQU_2019-01-05_3_7,AQU,800,Dirt,SY ,MSW,2,0,67.50572973243841,66.55332082859032,64.82412432218713,55.60724239688921,1.0,1.0,1.0,1.0
AQU_2019-01-05_4_1A,AQU,650,Dirt,SY ,MSW,1,1,65.84600891710373,69.02160048948518,64.52665355188411,55.458246577207035,3.0,2.0,1.0,1.0
AQU_2019-01-05_4_2,AQU,650,Dirt,SY ,MSW,5,0,66.02836165798426,68.56686163442482,62.12689613205863,53.6996305785576,1.0,1.0,2.0,5.0
AQU_2019-01-05_4_3,AQU,650,Dirt,SY ,MSW,8,0,63.071668613662425,61.4319130912372,58.991855374543746,53.348678639119626,7.0,7.0,8.0,8.0
AQU_2019-01-05_4_4,AQU,650,Dirt,SY ,MSW,3,0,65.50619132637259,68.12852898503066,62.243725511454656,55.28468895698361,4.0,3.0,5.0,4.0
AQU_2019-01-05_4_5,AQU,650,Dirt,SY ,MSW,4,0,59.17251686998598,68.43796812233238,66.95905212569804,58.59487872840524,8.0,8.0,7.0,4.0
AQU_2019-01-05_4_6,AQU,650,Dirt,SY ,MSW,2,0,64.46182002753433,69.05039885716582,64.37402571766657,57.55575261639184,6.0,6.0,3.0,2.0
AQU_2019-01-05_4_7,AQU,650,Dirt,SY ,MSW,6,0,65.16055179611705,68.02178949503202,61.64929094856443,50.49302308885473,5.0,5.0,6.0,6.0
AQU_2019-01-05_4_8,AQU,650,Dirt,SY ,MSW,7,0,65.70180258463877,67.93834524972863,62.11785668746739,47.37112257032499,2.0,4.0,4.0,7.0
AQU_2019-01-05_5_1,AQU,650,Dirt,SY ,AOC,2,0,68.06561460354932,72.22580472219039,66.8007019681094,58.038415266304995,4.0,4.0,2.0,2.0
AQU_2019-01-05_5_2,AQU,650,Dirt,SY ,AOC,5,0,68.86185531705776,72.00125846615992,65.48432881404058,55.54195659756329,1.0,1.0,4.0,4.0
AQU_2019-01-05_5_3,AQU,650,Dirt,SY ,AOC,6,0,67.46036582205107,72.61792230475348,65.32153811203993,44.0466599168932,5.0,5.0,4.0,6.0
AQU_2019-01-05_5_4,AQU,650,Dirt,SY ,AOC,1,1,68.51950728395786,72.00324262462728,67.8832080685244,55.694724683537146,3.0,2.0,1.0,1.0
AQU_2019-01-05_5_5,AQU,650,Dirt,SY ,AOC,4,0,68.47288376235505,71.81933730052553,66.37314843705704,54.90434307958969,3.0,2.0,4.0,5.0
AQU_2019-01-05_5_6,AQU,650,Dirt,SY ,AOC,3,0,66.64856899447247,72.50313793111451,67.11437548705135,60.206682852704844,6.0,6.0,6.0,2.0
AQU_2019-01-05_6_1,AQU,550,Dirt,SY ,MSW,5,0,64.66295521706223,70.29423342389696,65.5768887362836,55.68470111640513,6.0,5.0,6.0,6.0
AQU_2019-01-05_6_11,AQU,550,Dirt,SY ,MSW,7,0,61.68481776864357,70.22200876880682,66.4808341693627,60.31212622481288,9.0,9.0,9.0,7.0
AQU_2019-01-05_6_2,AQU,550,Dirt,SY ,MSW,4,0,65.88108867284623,70.26588906626077,68.4154462784735,57.868721350996424,2.0,2.0,2.0,3.0
AQU_2019-01-05_6_3,AQU,550,Dirt,SY ,MSW,2,0,64.60818240452318,69.5781147590382,67.42466622679277,63.20085320534294,5.0,7.0,6.5,4.0
AQU_2019-01-05_6_5,AQU,550,Dirt,SY ,MSW,9,0,65.02062271174593,69.8609176125344,63.5714525472192,55.49500980065359,3.0,3.0,7.0,9.0
AQU_2019-01-05_6_6,AQU,550,Dirt,SY ,MSW,6,0,64.78080992058159,70.76155050526266,65.70291273904611,57.924258866765804,4.0,4.0,4.0,5.0
AQU_2019-01-05_6_7,AQU,550,Dirt,SY ,MSW,8,0,63.78297912409318,69.3722570777506,64.64078596455853,55.71584317987214,7.0,8.0,8.0,8.0
AQU_2019-01-05_6_8,AQU,550,Dirt,SY ,MSW,3,0,64.03363062894026,70.94553903577045,68.60947089844437,63.272029715201484,7.0,6.0,3.0,2.0
AQU_2019-01-05_6_9,AQU,550,Dirt,SY ,MSW,1,1,66.11344763167354,70.49838856329815,68.51893476556542,60.75371735300637,1.0,1.0,1.0,1.0
AQU_2019-01-05_7_1,AQU,600,Dirt,SY ,ALW,2,0,68.57138256363748,72.85019492849737,69.85662586878709,54.960227188981406,3.0,4.0,3.0,3.0
AQU_2019-01-05_7_2,AQU,600,Dirt,SY ,ALW,4,0,68.28628382166698,72.42817034631577,68.48820898427762,57.58035247876048,5.0,5.0,5.0,4.0
AQU_2019-01-05_7_3,AQU,600,Dirt,SY ,ALW,3,0,68.31432713881196,73.87124439178177,69.58735019679733,55.48366143713163,4.0,3.0,2.0,2.0
AQU_2019-01-05_7_5,AQU,600,Dirt,SY ,ALW,5,0,64.951798448366,72.52703473142901,69.03515846683105,58.007385905426865,7.0,7.0,6.0,5.0
AQU_2019-01-05_7_6,AQU,600,Dirt,SY ,ALW,7,0,66.19663937249757,71.75045201445535,64.74757866620654,45.37840957472469,6.0,6.0,7.0,7.0
AQU_2019-01-05_7_7,AQU,600,Dirt,SY ,ALW,6,0,69.45612685944977,72.46125748045135,66.59468214491544,51.94557329532835,1.0,1.5,4.0,6.0
