,track_id,race_date,race,program_number,horse_id,finishing_place
171,AQU,2019-01-05,9,6,171,3
172,AQU,2019-01-05,9,8,172,4
173,AQU,2019-01-05,9,9,173,5
174,AQU,2019-01-05,9,7,174,6
175,AQU,2019-01-05,9,10,175,7
176,AQU,2019-01-06,1,3,176,1
177,AQU,2019-01-06,1,2,177,2
178,AQU,2019-01-06,1,6,178,3
179,AQU,2019-01-06,1,4,179,4
180,AQU,2019-01-06,2,1,180,1
181,AQU,2019-01-06,2,3,181,2
182,AQU,2019-01-06,2,6,182,3
183,AQU,2019-01-06,2,4,183,4
184,AQU,2019-01-06,2,5,184,5
185,AQU,2019-01-06,3,3,185,1
186,AQU,2019-01-06,3,5,186,2
187,AQU,2019-01-06,3,4,187,3
188,AQU,2019-01-06,3,7,188,4
189,AQU,2019-01-06,3,6,189,5
190,AQU,2019-01-06,3,2,190,6
191,AQU,2019-01-06,4,2,191,1
192,AQU,2019-01-06,4,6,192,2
193,AQU,2019-01-06,4,5,193,3
194,AQU,2019-01-06,4,4,194,4
195,AQU,2019-01-06,4,1,195,5
196,AQU,2019-01-06,5,6,196,1
197,AQU,2019-01-06,5,1,197,2
198,AQU,2019-01-06,5,5,198,3
199,AQU,2019-01-06,5,2,199,4
200,AQU,2019-01-06,5,8,200,5
201,AQU,2019-01-06,5,4,201,6
202,AQU,2019-01-06,5,7,202,7
203,AQU,2019-01-06,5,3,203,8
204,AQU,2019-01-06,6,3,204,1
205,AQU,2019-01-06,6,6,205,2
206,AQU,2019-01-06,6,4,206,3
207,AQU,2019-01-06,6,7,207,4
208,AQU,2019-01-06,6,2,208,5
209,AQU,2019-01-06,6,1,209,6
210,AQU,2019-01-06,6,5,210,7
211,AQU,2019-01-06,6,8,211,8
212,AQU,2019-01-06,7,1,212,1
213,AQU,2019-01-06,7,4,213,2
214,AQU,2019-01-06,7,5,214,3
215,AQU,2019-01-06,7,6,215,4
216,AQU,2019-01-06,7,3,216,5
217,AQU,2019-01-06,7,2,217,6
218,AQU,2019-01-06,8,9,218,1
219,AQU,2019-01-06,8,1,219,2
220,AQU,2019-01-06,8,3,220,3
221,AQU,2019-01-06,8,2,221,4
222,AQU,2019-01-06,8,6,222,5
223,AQU,2019-01-06,8,8,223,6
224,AQU,2019-01-06,8,4,224,7
225,AQU,2019-01-06,8,5,225,8
226,AQU,2019-01-06,8,7,226,9
227,AQU,2019-01-10,1,2,227,1
228,AQU,2019-01-10,1,3,228,2
229,AQU,2019-01-10,1,1A,229,3
230,AQU,2019-01-10,1,1,230,4
231,AQU,2019-01-10,1,4,231,5
232,AQU,2019-01-10,1,5,232,6
233,AQU,2019-01-10,2,3,233,1
234,AQU,2019-01-10,2,5,234,2
235,AQU,2019-01-10,2,4,235,3
236,AQU,2019-01-10,2,1,236,4
237,AQU,2019-01-10,2,2,237,5
238,AQU,2019-01-10,3,1,238,1
239,AQU,2019-01-10,3,6,239,2
240,AQU,2019-01-10,3,5,240,3
241,AQU,2019-01-10,3,3,241,4
242,AQU,2019-01-10,3,7,242,5
243,AQU,2019-01-10,3,2,243,6
244,AQU,2019-01-10,4,3,244,1
245,AQU,2019-01-10,4,4,245,2
246,AQU,2019-01-10,4,1,246,3
247,AQU,2019-01-10,4,2,247,4
248,AQU,2019-01-10,4,5,248,5
249,AQU,2019-01-10,4,6,249,6
250,AQU,2019-01-10,5,4,250,1
251,AQU,2019-01-10,5,1,251,2
252,AQU,2019-01-10,5,3,252,3
253,AQU,2019-01-10,5,5,253,4
254,AQU,2019-01-10,5,6,254,5
255,AQU,2019-01-10,5,2,255,6
256,AQU,2019-01-11,1,2,256,1
257,AQU,2019-01-11,1,6,257,2
258,AQU,2019-01-11,1,5,258,3
259,AQU,2019-01-11,1,3,108,4
260,AQU,2019-01-11,1,1,259,5
261,AQU,2019-01-11,1,4,260,6
262,AQU,2019-01-11,2,5,261,1
263,AQU,2019-01-11,2,1,262,2
264,AQU,2019-01-11,2,4,263,3
265,AQU,2019-01-11,2,3,264,4
266,AQU,2019-01-11,2,6,265,5
267,AQU,2019-01-11,2,2,266,6
268,AQU,2019-01-11,3,4,267,1
269,AQU,2019-01-11,3,6,268,2
270,AQU,2019-01-11,3,8,269,3
271,AQU,2019-01-11,3,5,270,4
272,AQU,2019-01-11,3,3,271,5
273,AQU,2019-01-11,3,7,272,6
274,AQU,2019-01-11,4,2,273,1
275,AQU,2019-01-11,4,5,274,2
276,AQU,2019-01-11,4,1,275,3
277,AQU,2019-01-11,4,3,276,4
278,AQU,2019-01-11,4,6,277,5
279,AQU,2019-01-11,5,5,278,1
280,AQU,2019-01-11,5,4,279,2
281,AQU,2019-01-11,5,7,280,3
282,AQU,2019-01-11,5,8,281,4
283,AQU,2019-01-11,5,2,282,5
284,AQU,2019-01-11,5,6,283,6
285,AQU,2019-01-11,6,5,284,1
286,AQU,2019-01-11,6,3,285,2
287,AQU,2019-01-11,6,4,286,3
288,AQU,2019-01-11,6,2,287,4
289,AQU,2019-01-11,6,9,288,5
290,AQU,2019-01-11,6,7,289,6
291,AQU,2019-01-11,6,6,290,7
292,AQU,2019-01-11,6,8,291,8
293,AQU,2019-01-11,7,1,292,1
294,AQU,2019-01-11,7,10,293,2
295,AQU,2019-01-11,7,2,294,3
296,AQU,2019-01-11,7,3,295,4
297,AQU,2019-01-11,7,7,296,5
298,AQU,2019-01-11,7,6,297,6
299,AQU,2019-01-11,7,8,298,7
300,AQU,2019-01-11,7,5,299,8
301,AQU,2019-01-11,7,4,300,9
302,AQU,2019-01-11,7,11,301,10
303,AQU,2019-01-11,8,9,302,1
304,AQU,2019-01-11,8,6,303,2
305,AQU,2019-01-11,8,4,304,3
306,AQU,2019-01-11,8,3,305,4
307,AQU,2019-01-11,8,8,306,5
308,AQU,2019-01-11,8,10,307,6
309,AQU,2019-01-11,8,11,308,7
310,AQU,2019-01-11,8,1,309,8
311,AQU,2019-01-11,8,7,310,9
312,AQU,2019-01-11,8,2,311,10
313,AQU,2019-01-11,8,1A,312,11
314,AQU,2019-01-11,8,5,313,12
315,AQU,2019-01-12,1,2,314,1
316,AQU,2019-01-12,1,1,315,2
317,AQU,2019-01-12,1,4,316,3
318,AQU,2019-01-12,1,5,317,4
319,AQU,2019-01-12,1,7,18,5
320,AQU,2019-01-12,1,6,318,6
321,AQU,2019-01-12,1,3,319,7
322,AQU,2019-01-12,2,7,320,1
323,AQU,2019-01-12,2,5,321,2
324,AQU,2019-01-12,2,3,322,3
325,AQU,2019-01-12,2,1,45,4
326,AQU,2019-01-12,2,6,323,5
327,AQU,2019-01-12,2,2,324,6
328,AQU,2019-01-12,2,4,325,7
329,AQU,2019-01-12,3,4,326,1
330,AQU,2019-01-12,3,2,327,2
331,AQU,2019-01-12,3,5,328,3
332,AQU,2019-01-12,3,7,329,4
333,AQU,2019-01-12,3,3,330,5
334,AQU,2019-01-12,3,6,331,6
335,AQU,2019-01-12,4,3,332,1
336,AQU,2019-01-12,4,6,333,2
337,AQU,2019-01-12,4,2,334,3
338,AQU,2019-01-12,4,5,335,4
339,AQU,2019-01-12,4,4,336,5
340,AQU,2019-01-12,4,8,337,6
341,AQU,2019-01-12,4,9,338,7
342,AQU,2019-01-12,4,1,339,8
343,AQU,2019-01-12,5,4,340,1
344,AQU,2019-01-12,5,8,341,2
345,AQU,2019-01-12,5,1,342,3
346,AQU,2019-01-12,5,6,343,4
347,AQU,2019-01-12,5,5,344,5
348,AQU,2019-01-12,5,3,345,6
349,AQU,2019-01-12,5,7,346,7
350,AQU,2019-01-12,5,2,347,8
351,AQU,2019-01-12,6,5,348,1
352,AQU,2019-01-12,6,4,349,2
353,AQU,2019-01-12,6,3,350,3
354,AQU,2019-01-12,6,6,351,4
355,AQU,2019-01-12,6,7,352,5
356,AQU,2019-01-12,6,8,96,6
357,AQU,2019-01-12,6,2,353,7
358,AQU,2019-01-12,6,1,354,8
359,AQU,2019-01-12,7,11,355,1
360,AQU,2019-01-12,7,6,356,2
361,AQU,2019-01-12,7,8,357,3
362,AQU,2019-01-12,7,7,358,4
363,AQU,2019-01-12,7,2,359,5
364,AQU,2019-01-12,7,3,360,6
365,AQU,2019-01-12,7,1,361,7
366,AQU,2019-01-12,7,10,362,8
367,AQU,2019-01-12,7,5,363,9
368,AQU,2019-01-12,7,9,364,10
369,AQU,2019-01-12,8,9,365,1
370,AQU,2019-01-12,8,7,366,2
371,AQU,2019-01-12,8,2,367,3
372,AQU,2019-01-12,8,8,368,4
373,AQU,2019-01-12,8,6,369,5
374,AQU,2019-01-12,8,5,370,6
375,AQU,2019-01-12,8,4,371,7
376,AQU,2019-01-12,8,1,372,8
377,AQU,2019-01-12,9,1,373,1
378,AQU,2019-01-12,9,7,374,2
379,AQU,2019-01-12,9,10,375,3
380,AQU,2019-01-12,9,2,376,4
381,AQU,2019-01-12,9,6,377,5
382,AQU,2019-01-12,9,3,378,6
383,AQU,2019-01-12,9,9,379,7
384,AQU,2019-01-12,9,4,10,8
385,AQU,2019-01-12,9,1A,380,9
386,AQU,2019-01-12,9,5,381,10
387,AQU,2019-01-12,9,8,382,11
388,AQU,2019-01-13,1,3,383,1
389,AQU,2019-01-13,1,1,384,2
390,AQU,2019-01-13,1,2,385,3
391,AQU,2019-01-13,1,5,73,4
392,AQU,2019-01-13,1,4,386,5
393,AQU,2019-01-13,2,1,387,1
394,AQU,2019-01-13,2,6,388,2
395,AQU,2019-01-13,2,3,389,3
396,AQU,2019-01-13,2,2,390,4
397,AQU,2019-01-13,2,5,391,5
398,AQU,2019-01-13,2,4,392,6
399,AQU,2019-01-13,3,1,393,1
400,AQU,2019-01-13,3,4,394,2
401,AQU,2019-01-13,3,6,395,3
402,AQU,2019-01-13,3,2,396,4
403,AQU,2019-01-13,3,3,397,5
404,AQU,2019-01-13,3,5,398,6
405,AQU,2019-01-13,4,3,399,1
406,AQU,2019-01-13,4,8,400,2
407,AQU,2019-01-13,4,5,401,3
408,AQU,2019-01-13,4,2,402,4
409,AQU,2019-01-13,4,7,403,5
410,AQU,2019-01-13,4,6,404,6
411,AQU,2019-01-13,4,4,405,7
412,AQU,2019-01-13,4,1,406,8
413,AQU,2019-01-13,5,4,407,1
414,AQU,2019-01-13,5,8,408,2
415,AQU,2019-01-13,5,1,409,3
416,AQU,2019-01-13,5,7,410,4
417,AQU,2019-01-13,5,3,411,5
418,AQU,2019-01-13,5,2,412,6
419,AQU,2019-01-13,5,6,413,7
420,AQU,2019-01-13,5,9,414,8
421,AQU,2019-01-13,5,5,415,9
422,AQU,2019-01-13,6,7,416,1
423,AQU,2019-01-13,6,4,417,2
424,AQU,2019-01-13,6,1,418,3
425,AQU,2019-01-13,6,5,419,4
426,AQU,2019-01-13,6,2,420,5
427,AQU,2019-01-13,6,3,421,6
428,AQU,2019-01-13,6,6,422,7
429,AQU,2019-01-13,6,8,423,8
430,AQU,2019-01-13,7,2,424,1
431,AQU,2019-01-13,7,4,425,2
432,AQU,2019-01-13,7,6,426,3
433,AQU,2019-01-13,7,5,427,4
434,AQU,2019-01-13,7,11,428,5
435,AQU,2019-01-13,7,7,429,6
436,AQU,2019-01-13,7,9,430,7
437,AQU,2019-01-13,7,3,431,8
438,AQU,2019-01-13,7,1,432,9
439,AQU,2019-01-13,8,4,433,1
440,AQU,2019-01-13,8,2,183,2
441,AQU,2019-01-13,8,5,182,3
442,AQU,2019-01-13,8,7,434,4
443,AQU,2019-01-13,8,6,435,5
444,AQU,2019-01-13,8,8,436,6
445,AQU,2019-01-13,8,3,437,7
446,AQU,2019-01-13,8,9,438,8
447,AQU,2019-01-13,8,10,439,9
448,AQU,2019-01-18,1,4,440,1
449,AQU,2019-01-18,1,1,441,2
450,AQU,2019-01-18,1,5,442,3
451,AQU,2019-01-18,1,2,443,4
452,AQU,2019-01-18,1,6,444,5
453,AQU,2019-01-18,1,3,445,6
454,AQU,2019-01-18,2,2,446,1
455,AQU,2019-01-18,2,1,447,2
456,AQU,2019-01-18,2,1A,448,3
457,AQU,2019-01-18,2,7,449,4
458,AQU,2019-01-18,2,3,450,5
459,AQU,2019-01-18,2,5,451,6
460,AQU,2019-01-18,2,4,452,7
461,AQU,2019-01-18,3,7,453,1
462,AQU,2019-01-18,3,4,454,2
463,AQU,2019-01-18,3,9,455,3
464,AQU,2019-01-18,3,6,376,4
465,AQU,2019-01-18,3,1,456,5
466,AQU,2019-01-18,3,8,457,6
467,AQU,2019-01-18,3,5,239,7
468,AQU,2019-01-18,3,2,458,8
469,AQU,2019-01-18,3,3,459,9
470,AQU,2019-01-18,4,5,460,1
471,AQU,2019-01-18,4,7,461,2
472,AQU,2019-01-18,4,6,462,3
473,AQU,2019-01-18,4,2,391,4
474,AQU,2019-01-18,4,1A,93,5
475,AQU,2019-01-18,4,4,463,6
476,AQU,2019-01-18,4,1,464,7
477,AQU,2019-01-18,4,3,465,8
478,AQU,2019-01-18,5,7,128,1
479,AQU,2019-01-18,5,5,466,2
480,AQU,2019-01-18,5,2,467,3
481,AQU,2019-01-18,5,3,468,4
482,AQU,2019-01-18,5,6,469,5
483,AQU,2019-01-18,5,1,130,6
484,AQU,2019-01-18,5,8,470,7
485,AQU,2019-01-18,5,4,471,8
486,AQU,2019-01-18,6,7,472,1
487,AQU,2019-01-18,6,4,473,2
488,AQU,2019-01-18,6,1,474,3
489,AQU,2019-01-18,6,5,475,4
490,AQU,2019-01-18,6,3,476,5
491,AQU,2019-01-18,6,6,477,6
492,AQU,2019-01-18,7,5,478,1
493,AQU,2019-01-18,7,3,479,2
494,AQU,2019-01-18,7,7,480,3
495,AQU,2019-01-18,7,1,481,4
496,AQU,2019-01-18,7,2,482,5
497,AQU,2019-01-18,7,6,483,6
498,AQU,2019-01-18,7,4,484,7
499,AQU,2019-01-18,8,6,485,1
500,AQU,2019-01-18,8,4,486,2
501,AQU,2019-01-18,8,1,487,3
502,AQU,2019-01-18,8,8,488,4
503,AQU,2019-01-18,8,9,489,5
504,AQU,2019-01-18,8,7,490,6
505,AQU,2019-01-19,1,1,491,1
506,AQU,2019-01-19,1,5,492,2
507,AQU,2019-01-19,1,4,493,3
508,AQU,2019-01-19,1,7,494,4
509,AQU,2019-01-19,1,2,495,5
510,AQU,2019-01-19,1,3,496,6
511,AQU,2019-01-19,1,6,497,7
512,AQU,2019-01-19,2,3,498,1
513,AQU,2019-01-19,2,5,499,2
514,AQU,2019-01-19,2,6,89,3
515,AQU,2019-01-19,2,4,500,4
516,AQU,2019-01-19,2,1,343,5
517,AQU,2019-01-19,2,2,501,6
518,AQU,2019-01-19,3,4,502,1
519,AQU,2019-01-19,3,3,503,2
520,AQU,2019-01-19,3,5,504,3
521,AQU,2019-01-19,3,6,229,4
522,AQU,2019-01-19,3,1A,505,5
523,AQU,2019-01-19,3,2,275,6
524,AQU,2019-01-19,3,1,322,7
525,AQU,2019-01-19,4,6,506,1
526,AQU,2019-01-19,4,3,84,2
527,AQU,2019-01-19,4,1,507,3
528,AQU,2019-01-19,4,8,83,4
529,AQU,2019-01-19,4,5,82,5
530,AQU,2019-01-19,4,2,508,6
531,AQU,2019-01-19,4,4,509,7
532,AQU,2019-01-19,5,5,510,1
533,AQU,2019-01-19,5,2,511,2
534,AQU,2019-01-19,5,1,367,3
535,AQU,2019-01-19,5,4,512,4
536,AQU,2019-01-19,5,3,513,5
537,AQU,2019-01-19,6,4,514,1
538,AQU,2019-01-19,6,5,515,2
539,AQU,2019-01-19,6,6,516,3
540,AQU,2019-01-19,6,1,517,4
541,AQU,2019-01-19,6,7,518,5
542,AQU,2019-01-19,6,3,519,6
543,AQU,2019-01-19,6,8,520,7
544,AQU,2019-01-19,7,4,362,1
545,AQU,2019-01-19,7,5,521,2
546,AQU,2019-01-19,7,2,160,3
547,AQU,2019-01-19,7,1,522,4
548,AQU,2019-01-19,7,7,523,5
549,AQU,2019-01-19,7,3,524,6
550,AQU,2019-01-19,7,6,525,7
551,AQU,2019-01-19,8,2,526,1
552,AQU,2019-01-19,8,7,527,2
553,AQU,2019-01-19,8,1,528,3
554,AQU,2019-01-19,8,3,529,4
555,AQU,2019-01-19,8,4,530,5
556,AQU,2019-01-19,8,6,531,6
557,AQU,2019-01-19,8,5,532,7
558,AQU,2019-01-19,9,6,533,1
559,AQU,2019-01-19,9,10,288,2
560,AQU,2019-01-19,9,9,352,3
561,AQU,2019-01-19,9,2,534,4
562,AQU,2019-01-19,9,3,535,5
563,AQU,2019-01-19,9,7,91,6
564,AQU,2019-01-19,9,4,57,7
565,AQU,2019-01-19,9,1,536,8
566,AQU,2019-01-19,9,8,537,9
567,AQU,2019-01-20,1,5,538,1
568,AQU,2019-01-20,1,3,539,2
569,AQU,2019-01-20,1,7,540,3
570,AQU,2019-01-20,1,1,541,4
571,AQU,2019-01-20,1,2,542,5
572,AQU,2019-01-20,1,1A,543,6
573,AQU,2019-01-20,1,6,544,7
574,AQU,2019-01-20,1,8,545,8
575,AQU,2019-01-20,2,2,546,1
576,AQU,2019-01-20,2,1,547,2
577,AQU,2019-01-20,2,4,548,3
578,AQU,2019-01-20,2,6,320,4
579,AQU,2019-01-20,2,7,549,5
580,AQU,2019-01-20,2,3,550,6
581,AQU,2019-01-20,2,5,551,7
582,AQU,2019-01-20,3,5,552,1
583,AQU,2019-01-20,3,1,553,2
584,AQU,2019-01-20,3,7,554,3
585,AQU,2019-01-20,3,2,16,4
586,AQU,2019-01-20,3,9,85,5
587,AQU,2019-01-20,3,4,555,6
588,AQU,2019-01-20,3,8,556,7
589,AQU,2019-01-20,3,3,557,8
590,AQU,2019-01-20,3,6,19,9
591,AQU,2019-01-20,4,7,558,1
592,AQU,2019-01-20,4,2,559,2
593,AQU,2019-01-20,4,4,560,3
594,AQU,2019-01-20,4,5,297,4
595,AQU,2019-01-20,4,1,561,5
596,AQU,2019-01-20,5,7,562,1
597,AQU,2019-01-20,5,6,563,2
598,AQU,2019-01-20,5,9,564,3
599,AQU,2019-01-20,5,1,565,4
600,AQU,2019-01-20,5,4,566,5
601,AQU,2019-01-20,5,3,34,6
602,AQU,2019-01-20,5,2,567,7
603,AQU,2019-01-20,5,5,568,8
604,AQU,2019-01-20,6,7,569,1
605,AQU,2019-01-20,6,3,570,2
606,AQU,2019-01-20,6,2,571,3
607,AQU,2019-01-20,6,5,572,4
608,AQU,2019-01-20,6,8,573,5
609,AQU,2019-01-20,6,4,574,6
610,AQU,2019-01-20,7,7,575,1
611,AQU,2019-01-20,7,5,576,2
612,AQU,2019-01-20,7,2,2,3
613,AQU,2019-01-20,7,4,577,4
614,AQU,2019-01-20,7,1,578,5
615,AQU,2019-01-20,7,3,579,6
616,AQU,2019-01-20,7,6,580,7
617,AQU,2019-01-20,8,9,581,1
618,AQU,2019-01-20,8,8,13,2
619,AQU,2019-01-20,8,3,15,3
620,AQU,2019-01-20,8,1,335,4
621,AQU,2019-01-20,8,2,582,5
622,AQU,2019-01-20,8,5,583,6
623,AQU,2019-01-20,8,4,584,7
624,AQU,2019-01-20,8,6,337,8
625,AQU,2019-01-25,1,7,585,1
626,AQU,2019-01-25,1,1,586,2
627,AQU,2019-01-25,1,4,187,3
628,AQU,2019-01-25,1,8,587,4
629,AQU,2019-01-25,1,2,588,5
630,AQU,2019-01-25,1,6,589,6
631,AQU,2019-01-25,1,5,590,7
632,AQU,2019-01-25,2,4,43,1
633,AQU,2019-01-25,2,7,42,2
634,AQU,2019-01-25,2,6,591,3
635,AQU,2019-01-25,2,2,592,4
636,AQU,2019-01-25,2,3,593,5
637,AQU,2019-01-25,2,5,594,6
638,AQU,2019-01-25,2,1,44,7
639,AQU,2019-01-25,3,4,595,1
640,AQU,2019-01-25,3,5,133,2
641,AQU,2019-01-25,3,7,132,3
642,AQU,2019-01-25,3,6,596,4
643,AQU,2019-01-25,3,1A,597,5
644,AQU,2019-01-25,3,1,598,6
645,AQU,2019-01-25,3,2,599,7
646,AQU,2019-01-25,3,8,134,8
647,AQU,2019-01-25,3,3,600,9
648,AQU,2019-01-25,4,8,601,1
649,AQU,2019-01-25,4,2,107,2
650,AQU,2019-01-25,4,6,602,3
651,AQU,2019-01-25,4,3,111,4
652,AQU,2019-01-25,4,10,603,5
653,AQU,2019-01-25,4,1,604,6
654,AQU,2019-01-25,4,7,110,7
655,AQU,2019-01-25,4,4,605,8
656,AQU,2019-01-25,4,9,108,9
657,AQU,2019-01-25,5,8,606,1
658,AQU,2019-01-25,5,5,607,2
659,AQU,2019-01-25,5,6,608,3
660,AQU,2019-01-25,5,2,609,4
661,AQU,2019-01-25,5,4,610,5
662,AQU,2019-01-25,5,7,611,6
